IDHM_y,CAPITAL,IBGE_RES_POP,IBGE_RES_Forpop,IBGE_DU_Pro,IBGE_DU,Pop_burden_ratio,IBGE_POP,IBGE_PLANTED_AREA,IBGE_CROP_PRODUCTION_$,LONG,LAT,ALT,PAY_TV,FIXED_PHONES,AREA,ESTIMATED_POP,GVA_AGROPEC,GVA_INDUSTRY,GVA_SERVICES,GVA_PUBLIC,TAXES,POP_GDP,GDP_CAPITA,MUN_EXPENDIT,COMP_A,COMP_B,COMP_O,COMP_U,COMP_Others,HOTELS,BEDS,Pr_Agencies,Pu_Agencies,Pr_Bank,Pu_Bank,Pr_Assets,Pu_Assets,Cars,Motorcycles,Wheeled_tractor,MAC,WAL-MART,POST_OFFICES,STATE_AC,STATE_AL,STATE_AM,STATE_AP,STATE_BA,STATE_CE,STATE_DF,STATE_ES,STATE_GO,STATE_MA,STATE_MG,STATE_MS,STATE_MT,STATE_PA,STATE_PB,STATE_PE,STATE_PI,STATE_PR,STATE_RJ,STATE_RN,STATE_RO,STATE_RR,STATE_RS,STATE_SC,STATE_SE,STATE_SP,STATE_TO,CATEGORIA_TUR_A,CATEGORIA_TUR_B,CATEGORIA_TUR_C,CATEGORIA_TUR_D,CATEGORIA_TUR_E,RURAL_URBAN_Intermedirio Adjacente,RURAL_URBAN_Intermedirio Remoto,RURAL_URBAN_Rural Adjacente,RURAL_URBAN_Rural Remoto,RURAL_URBAN_Sem classificao,RURAL_URBAN_Urbano,UBER_1.0,GVA_MAIN_Administrao. defesa. educao e sade pblicas e seguridade social,GVA_MAIN_Agricultura. inclusive apoio  agricultura e a ps colheita,GVA_MAIN_Comrcio e reparao de veculos automotores e motocicletas,GVA_MAIN_Construo,GVA_MAIN_Demais servios,GVA_MAIN_Eletricidade e gs. gua. esgoto. atividades de gesto de resduos e descontaminao,GVA_MAIN_Indstrias de transformao,GVA_MAIN_Indstrias extrativas,GVA_MAIN_Pecuria. inclusive apoio  pecuria,GVA_MAIN_Produo florestal. pesca e aquicultura
2,1,2675656.0,0.0016317493728640752,0.000254559698898884,860309.0,0.420444583253135,1955661.0,3.0,51.0,-38.48806148,-13.01477191,5.87,220223.0,619546.0,693831.0,2857329.0,47627.34,7980434.76,37381011.97,7880069.26,7813229.49,2938092.0,20796.62,5155351056.0,83.0,27.0,82.0,3.0,56400.0,17.0,1857.0,154.0,114.0,15.0,4.0,58433858211.0,189946000000.0,599136.0,146108.0,89.0,14.0,26.0,45.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
3,0,1080113.0,0.0040634637301837865,0.015082198700433954,348424.0,0.4608870240816018,1004839.0,4837.0,47673.0,-47.06015627,-22.9073425,688.99,237013.0,497122.0,794571.0,1194094.0,118540.23,10297664.8,33909184.6,4458733.26,9739609.83,1173370.0,49876.62,3987168064.0,183.0,9.0,14.0,0.0,45583.0,8.0,1325.0,168.0,65.0,16.0,2.0,45333111146.0,36735985899.0,608817.0,131184.0,213.0,16.0,2.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
3,0,604682.0,0.0019398626054686595,0.0024253712250683094,195434.0,0.4679289648852502,583079.0,38741.0,211194.0,-47.80547592,-21.1848345,569.83,132259.0,278642.0,650.92,694534.0,120104.07,3951050.82,20224884.92,2718220.69,2972348.55,674405.0,44463.8,2011800131.0,256.0,3.0,11.0,0.0,32232.0,5.0,919.0,85.0,42.0,14.0,2.0,33086122615.0,82358595167.0,297984.0,139841.0,64.0,0.0,1.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2,0,604013.0,0.0012234836005185319,0.025780473508499196,196195.0,0.4460773202681127,580561.0,104672.0,440667.0,-48.27795018,-18.91899861,866.78,63571.0,252242.0,4115206.0,683247.0,556693.17,6267617.67,15005186.97,2682010.04,8024.75,669672.0,48585.36,1698288997.0,173.0,31.0,11.0,0.0,25347.0,2.0,442.0,46.0,23.0,8.0,2.0,32121822440.0,35931873949.0,247595.0,119057.0,391.0,4.0,1.0,22.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2,0,195476.0,0.0014375166260819743,0.03588761382265578,61609.0,0.46782252344550396,186252.0,120755.0,335779.0,-54.63358704,-16.47016287,232.44,10557.0,34695.0,4686622.0,228857.0,288744.67,2628775.88,4309.54,1174175.28,1016880.32,218899.0,43024.92,104414446.84245399,68.0,13.0,6.0,0.0,6214.0,4.0,442.0,9.0,7.0,4.0,3.0,25757498741.0,102079000000.0,58853.0,73474.0,5.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2,1,2452185.0,0.0012543914916696743,0.3521255885901102,711478.0,0.474628326057218,2366137.0,21.0,117.0,-38.58992756,-3.723805035,29.91,173478.0,439877.0,312407.0,2643247.0,47368.39,9060367.79,35008332.72,8020931.83,8004144.47,2609716.0,23045.09,5586103162.0,132.0,30.0,120.0,1.0,57193.0,32.0,3135.0,98.0,85.0,11.0,4.0,23537509948.0,339563000000.0,593648.0,311017.0,192.0,16.0,5.0,40.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2,1,1302001.0,0.0017534548744586218,0.003578472476468296,423365.0,0.43559869470711515,1291199.0,670.0,2471.0,-49.25581428,-16.67330977,753.92,171454.0,532458.0,728841.0,1495705.0,36.55,6516.72,28379914.23,5524725.22,6201311.91,1448639.0,32209.01,3766766105.0,308.0,40.0,70.0,0.0,57375.0,10.0,1529.0,137.0,82.0,13.0,3.0,23508690678.0,81831153265.0,618284.0,296598.0,59.0,10.0,1.0,47.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2,0,45556.0,0.0010316972517341295,0.0613768115942029,13800.0,0.4043075887598856,41729.0,439702.0,1150796.0,-55.92177071,-13.07046495,396.64,4700.0,6378.0,3675221.0,63411.0,646419.19,793209.43,1524281.94,351736.3,381406.25,59436.0,62202.25,199878660.0,59.0,1.0,4.0,0.0,2077.0,3.0,103.0,5.0,4.0,5.0,3.0,22591102475.0,1634256607.0,15125.0,18027.0,4.0,0.0,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3,0,765463.0,0.005360154573114572,0.01531172840795625,239359.0,0.44250651354984316,608468.0,0.0,0.0,-46.55025725,-23.710304500000003,772.84,145954.0,277492.0,409532.0,833240.0,8134.16,8223955.43,23806948.05,2989797.06,7102545.52,822242.0,51239.64,3292688350.0,18.0,0.0,7.0,0.0,25479.0,2.0,382.0,70.0,34.0,8.0,2.0,16834734292.0,299110000000.0,403681.0,86005.0,263.0,6.0,1.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2,0,1221979.0,0.004711210258114092,0.3521255885901102,360748.0,0.4763714288563934,1036178.0,0.0,0.0,-46.53108409,-23.468506,776.36,177153.0,351829.0,318675.0,1365899.0,40225.68,11091048.69,29551381.17,4840743.94,8451519.21,1337087.0,40367.54,3218197438.0,35.0,8.0,5.0,0.0,28301.0,5.0,1008.0,79.0,36.0,7.0,2.0,15458210026.0,16615050679.0,455976.0,97694.0,473.0,9.0,1.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3,0,676407.0,0.005984562548879595,0.3521255885901102,216343.0,0.4788075947858063,645047.0,0.0,0.0,-46.53087426,-23.657510000000002,764.1,148291.0,265047.0,175782.0,716109.0,1012.6,4327.28,15730746.19,2464771.07,3313237.11,712749.0,36249.85,1986553463.0,11.0,1.0,27.0,0.0,24933.0,0.0,0.0,69.0,30.0,6.0,2.0,14028510762.0,33708319901.0,372303.0,78150.0,199.0,8.0,1.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2,1,1802014.0,0.0017985431855690355,0.005346469423049416,461426.0,0.5185202432972941,1760829.0,890.0,25198.0,-60.02333518,-3.1346914910000003,34.36,234594.0,236595.0,11401092.0,2145444.0,212144.59,25131156.62,24632.35,7887.48,12433232.22,2094391.0,33564.11,4003955249.0,36.0,6.0,97.0,5.0,21442.0,34.0,3401.0,69.0,49.0,8.0,3.0,13996268907.0,232306000000.0,373985.0,192002.0,77.0,3.0,0.0,21.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2,1,551098.0,0.0006750160588497872,0.019107128869178532,165959.0,0.45194451325241514,527535.0,1004.0,7180.0,-56.07325204,-15.56998901,242.93,68264.0,186902.0,3266538.0,607153.0,39208.09,3249.07,12366233.95,3449.39,3099263.21,585367.0,37930.34,1810144426.0,118.0,55.0,49.0,0.0,19785.0,13.0,1410.0,48.0,29.0,9.0,4.0,13099808376.0,134027000000.0,208579.0,117433.0,24.0,7.0,0.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
3,0,487562.0,0.00767287032213339,0.3521255885901102,169306.0,0.510241097102411,409668.0,0.0,0.0,-43.07582317,-22.89645239,117.78,113931.0,201911.0,133757.0,511786.0,17659.85,4391714.38,12624595.99,3677333.63,2292039.48,497883.0,46202.31,2102739559.0,13.0,9.0,17.0,0.0,17058.0,12.0,1229.0,66.0,25.0,6.0,2.0,12887481975.0,23709591942.0,187565.0,39355.0,11.0,5.0,0.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3,0,370126.0,0.003993234736278997,0.03948714047854492,118317.0,0.47426132274023525,323621.0,2430.0,63824.0,-46.88527397,-23.187668,760.16,92215.0,166371.0,431207.0,414810.0,130551.25,7409989.1,23110009.69,1842.82,7289.37,405740.0,98049.82,1630920489.0,198.0,11.0,9.0,0.0,16177.0,2.0,344.0,45.0,20.0,6.0,2.0,11139673441.0,10586167152.0,212118.0,51368.0,152.0,5.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2,0,83431.0,0.0013544126283995157,0.07570097133194384,25429.0,0.4679340000778301,75443.0,191979.0,519754.0,-57.49129915,-14.62378475,401.83,3746.0,12794.0,11601104.0,101764.0,342.73,454128.76,1326908.02,532.18,313345.48,96932.0,30632.81,104414446.84245399,64.0,7.0,11.0,0.0,2955.0,3.0,86.0,5.0,4.0,4.0,3.0,11013129632.0,1606305647.0,22807.0,29453.0,5.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2,0,506701.0,0.0027669177680722952,0.022871164157402077,165055.0,0.5027244457508857,485658.0,105645.0,367452.0,-51.16277342,-23.312155999999998,604.35,51839.0,259375.0,1652569.0,563943.0,245865.79,3082.09,10685369.39,2435860.65,2020289.04,553393.0,33374.97,1495512202.0,172.0,8.0,8.0,0.0,26025.0,4.0,575.0,56.0,26.0,8.0,2.0,10875284693.0,19237307696.0,235858.0,90065.0,63.0,4.0,1.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
3,0,586625.0,0.0025280204559982953,0.009880947721007219,178829.0,0.4732594953026225,571442.0,1730.0,20131.0,-47.45785325,-23.499323,591.23,136631.0,239366.0,450382.0,671186.0,38593.92,7758148.3,15065172.34,2459242.84,5272.7,652481.0,46888.51,2208023066.0,46.0,9.0,9.0,0.0,23602.0,2.0,145.0,59.0,27.0,8.0,2.0,10711977971.0,35956894995.0,307611.0,91288.0,239.0,15.0,1.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
3,0,149263.0,0.013111085801571722,0.3521255885901102,50518.0,0.5192886232936987,148474.0,0.0,0.0,-46.57151461,-23.614704999999997,754.99,46888.0,94534.0,15331.0,160275.0,23.52,2950.35,6765.71,980547.41,2590079.0,158825.0,83656.3,1178645567.0,3.0,0.0,5.0,0.0,9727.0,0.0,0.0,39.0,12.0,6.0,2.0,9811065514.0,3955025022.0,101804.0,14784.0,55.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3,0,629921.0,0.004483101849279513,0.02012820851030153,189535.0,0.45383220036796573,561832.0,150.0,431.0,-45.8841754,-23.1840615,604.88,118080.0,231679.0,1099409.0,713943.0,17.14,13165282.66,16557437.79,2577263.99,4998656.06,695992.0,53615.25,2372091500.0,177.0,3.0,6.0,1.0,20725.0,5.0,573.0,58.0,34.0,8.0,2.0,9806098774.0,18174131080.0,301022.0,62543.0,246.0,4.0,1.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2,1,1393399.0,0.0012745810783558766,0.008796875592461988,369222.0,0.48271932539570883,1370089.0,1311.0,7616.0,-48.48782569,-1.459845,8.47,128090.0,244024.0,1059458.0,1485732.0,61051.3,3712214.21,16639.29,4539.81,4474591.26,1446042.0,20350.0,2521079357.0,80.0,9.0,92.0,3.0,17557.0,18.0,1580.0,56.0,57.0,6.0,4.0,9769492872.0,119244000000.0,231612.0,141727.0,15.0,3.0,0.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2,0,408258.0,0.0017439952187097375,0.05231710871466045,137240.0,0.46616767133038234,395487.0,7509.0,44331.0,-49.38134769,-20.8126365,504.24,74694.0,168890.0,431944.0,456245.0,49.57,1848605.65,10842903.83,1501051.88,1493522.05,446649.0,35230.47,1314536730.0,181.0,5.0,6.0,0.0,21445.0,1.0,128.0,48.0,26.0,6.0,2.0,9687392959.0,13413729824.0,214386.0,104441.0,43.0,9.0,1.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2,0,181579.0,0.001327245992102611,0.01884647699378923,60701.0,0.48560515316251057,177356.0,38092.0,154331.0,-50.43922607,-21.205476,403.1,32829.0,65261.0,1167126.0,195874.0,97392.8,1406.15,4203708.2,653260.55,578041.23,193828.0,35797.47,424985928.0,127.0,3.0,3.0,0.0,7395.0,1.0,216.0,19.0,13.0,6.0,2.0,9683428174.0,6884291918.0,81636.0,60964.0,21.0,3.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2,1,786797.0,0.0022623370450065264,0.013502726089837233,250542.0,0.48465098596029776,765394.0,84434.0,209002.0,-54.61574357,-20.45802999,544.51,99092.0,240380.0,8092951.0,885711.0,308918.14,3792765.5,12943148.62,4895738.82,3497357.1,863982.0,29442.66,2662884470.0,264.0,20.0,74.0,0.0,23514.0,5.0,687.0,58.0,43.0,8.0,3.0,9588640536.0,122581000000.0,302311.0,169030.0,123.0,4.0,1.0,24.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2,0,176424.0,0.0007141885457760848,0.07356752087532392,55568.0,0.448649705414508,163018.0,621420.0,2003226.0,-50.92968093,-17.7945434,743.31,9122.0,40695.0,8386827.0,229651.0,1294402.41,1725588.01,3524445.11,936223.18,857.86,212237.0,39288.71,104414446.84245399,128.0,14.0,8.0,0.0,5232.0,6.0,503.0,11.0,8.0,4.0,2.0,8962722660.0,30685290397.0,58090.0,47133.0,3.0,1.0,0.0,7.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2,0,364571.0,0.0019090931533226724,0.020140237037824995,112809.0,0.4849139084664109,332888.0,54161.0,274848.0,-47.64684624,-22.723722,527.1,79125.0,153702.0,1378069.0,400949.0,164690.11,5537608.18,9815652.13,1571275.93,4468365.18,394419.0,54656.57,1413084214.0,147.0,11.0,6.0,0.0,14478.0,3.0,414.0,36.0,20.0,7.0,2.0,8812644794.0,10171296002.0,184973.0,62031.0,64.0,4.0,1.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
